"","FamilyName","GivenName","HonorificPrefix","Age","PasClass_CrewDep","Ticket_Full_No","Fare__Old_Pounds","Fare__Old_Shillings","Fare__Old_Pennies","Fare_in_GBP","PortEmba","Job","Passenger_link","Pict_link","Pict_alt","Boat_Body","Passenger_status","FullName","Website_AgeNo"
"314","SWANE","George","Mr","19","2nd Class PassengerServant","248734",13,NA,NA,13,"Southampton","Chauffeur","https://www.encyclopedia-titanica.org/titanic-victim/george-swane.html",NA,NA,"[294]","Survivor","SWANE, Mr George
",19
"315","SøHOLT","Peter Andreas Lauritz Andersen","Mr","19","3rd Class Passenger","348124",7,13,NA,7.65,"Southampton","Carpenter / Joiner","https://www.encyclopedia-titanica.org/titanic-victim/peter-andreas-lauritz-andersen-soholt.html",NA,NA,NA,"Survivor","SøHOLT, Mr Peter Andreas Lauritz Andersen
",19
"316","TAYLOR","Leonard","Mr","19","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Turkish Bath Attendant","https://www.encyclopedia-titanica.org/titanic-victim/leonard-taylor.html",NA,NA,NA,"Survivor","TAYLOR, Mr Leonard
",19
"317","TERRELL","Bertram","Mr","19","Deck Crew",NA,NA,NA,NA,NA,"Southampton","Seaman","https://www.encyclopedia-titanica.org/titanic-victim/bertram-terrell.html",NA,NA,NA,"Survivor","TERRELL, Mr Bertram
",19
"318","VILLVARLANGE","Pierre Léon Gabriel","Mr","19","Restaurant Staff",NA,NA,NA,NA,NA,"Southampton","Assistant Soup Cook","https://www.encyclopedia-titanica.org/titanic-victim/pierre-leon-gabriel-villvarlange.html","https://www.encyclopedia-titanica.org/images/villvarlange_p_thm.jpg","P. Villvarlange",NA,"Survivor","VILLVARLANGE, Mr Pierre Léon Gabriel
",19
"319","WATSON","Ennis Hastings","Mr","19","2nd Class PassengerH&W Guarantee Group","239856",NA,NA,NA,NA,"Belfast","Apprentice Electrician","https://www.encyclopedia-titanica.org/titanic-victim/ennis-hastings-watson.html",NA,NA,NA,"Survivor","WATSON, Mr Ennis Hastings
",19
"320","WRAPSON","Frederick Bernard","Mr","19","Victualling Crew",NA,NA,NA,NA,NA,"Belfast","Assistant Pantryman Steward","https://www.encyclopedia-titanica.org/titanic-victim/frederick-bernard-wrapson.html",NA,NA,NA,"Survivor","WRAPSON, Mr Frederick Bernard
",19
"321","AHIER","Percy Snowden","Mr","20","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Saloon Steward","https://www.encyclopedia-titanica.org/titanic-victim/percy-snowden-ahier.html",NA,NA,NA,"Victim","AHIER, Mr Percy Snowden
",20
"322","ANDREASSON","Pål Edvin","Mr","20","3rd Class Passenger","347466",7,17,NA,7.85,"Southampton","General Labourer","https://www.encyclopedia-titanica.org/titanic-victim/paul-edvin-andreasson.html",NA,NA,NA,"Victim","ANDREASSON, Mr Pål Edvin
",20
"323","BEAVAN","William Thomas","Mr","20","3rd Class Passenger","323951",8,1,NA,8.05,"Southampton","General Labourer","https://www.encyclopedia-titanica.org/titanic-victim/william-thomas-beavan.html",NA,NA,NA,"Victim","BEAVAN, Mr William Thomas
",20
"324","BIGGS","Edward Charles","Mr","20","Engineering Crew",NA,NA,NA,NA,NA,"Southampton","Fireman","https://www.encyclopedia-titanica.org/titanic-victim/edward-charles-biggs.html",NA,NA,NA,"Victim","BIGGS, Mr Edward Charles
",20
"325","BILLOWS","James","Mr","20","Engineering Crew",NA,NA,NA,NA,NA,"Southampton","Trimmer","https://www.encyclopedia-titanica.org/titanic-victim/j-billow.html",NA,NA,NA,"Victim","BILLOWS, Mr James
",20
"326","BINSTEAD","Walter William","Mr","20","Engineering Crew",NA,NA,NA,NA,NA,"Southampton","Trimmer","https://www.encyclopedia-titanica.org/titanic-survivor/walter-binstead.html","https://www.encyclopedia-titanica.org/images/binstead_w.jpg","W. Binstead","3","Victim","BINSTEAD, Mr Walter William
",20
"327","BOWEN","David John 'Dai'","Mr","20","3rd Class Passenger","54636",16,2,NA,16.1,"Southampton","Pugilist","https://www.encyclopedia-titanica.org/titanic-victim/david-john-dai-bowen.html","https://www.encyclopedia-titanica.org/files/1/dai-bowen-thm.jpg","D. Bowen",NA,"Victim","BOWEN, Mr David John 'Dai'
",20
"328","BRAF","Elin Ester Maria","Miss","20","3rd Class Passenger","347471",7,17,NA,7.85,"Southampton","Servant","https://www.encyclopedia-titanica.org/titanic-victim/elin-ester-maria-braf.html","https://www.encyclopedia-titanica.org/files/1/thumbnails/elin_ester_maria_braf_1_9975.jpg","E. Braf",NA,"Victim","BRAF, Miss Elin Ester Maria
",20
"329","BRICOUX","Roger Marie","Mr","20","2nd Class PassengerMusician","250654",NA,NA,NA,NA,"Southampton","Musician","https://www.encyclopedia-titanica.org/titanic-victim/roger-bricoux.html","https://www.encyclopedia-titanica.org/images/bricoux_05_thm.jpg","R. Bricoux",NA,"Victim","BRICOUX, Mr Roger Marie
",20
"330","BRYHL","Dagmar Jenny Ingeborg","Miss","20","2nd Class Passenger","236853",26,NA,NA,26,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/dagmar-bryhl.html","https://www.encyclopedia-titanica.org/files/1/thumbnails/dagmar_bryhl_1_4686.jpg","D. Bryhl","12","Victim","BRYHL, Miss Dagmar Jenny Ingeborg
",20
"331","BURRAGE","Arthur Victor Edwards","Mr","20","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Plate Steward","https://www.encyclopedia-titanica.org/titanic-survivor/alfred-burrage.html","https://www.encyclopedia-titanica.org/files/2013/201302/admin/images/thumbnails/burrage_100x100.jpg","A. Burrage","13","Victim","BURRAGE, Mr Arthur Victor Edwards
",20
"332","CHARTERS","David","Mr","20","3rd Class Passenger","13032",7,14,NA,7.7,"Queenstown","General Labourer","https://www.encyclopedia-titanica.org/titanic-victim/david-charters.html","https://www.encyclopedia-titanica.org/images/chartersdavd_thm.jpg","D. Charters",NA,"Victim","CHARTERS, Mr David
",20
"333","COELHO","Domingos Fernandeo","Mr","20","3rd Class Passenger","3101307",7,1,NA,7.05,"Southampton","General Labourer","https://www.encyclopedia-titanica.org/titanic-victim/domingos-fernandeo-coelho.html",NA,NA,NA,"Victim","COELHO, Mr Domingos Fernandeo
",20
"334","CRAFTER","Frederick Horace","Mr","20","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Saloon Steward (1st class)","https://www.encyclopedia-titanica.org/titanic-survivor/frederick-crafter.html","https://www.encyclopedia-titanica.org/files/1/frederick-crafter-thm.jpg","F. Crafter","15","Victim","CRAFTER, Mr Frederick Horace
",20
"335","CREASE","Ernest James","Mr","20","3rd Class Passenger","3464",8,3,NA,8.15,"Southampton","Tinsmith","https://www.encyclopedia-titanica.org/titanic-victim/ernest-james-crease.html","https://www.encyclopedia-titanica.org/images/crease_ej.jpg","E. Crease",NA,"Victim","CREASE, Mr Ernest James
",20
"336","DE MARSICO","Govanni","Sig.","20","Restaurant Staff",NA,NA,NA,NA,NA,"Southampton","Assistant Waiter","https://www.encyclopedia-titanica.org/titanic-victim/govanni-de-marsico.html",NA,NA,NA,"Victim","DE MARSICO, Sig. Govanni
",20
"337","DESVERNINE","Louis Gabriel","Mr","20","Restaurant Staff",NA,NA,NA,NA,NA,"Southampton","Assistant Pastry Cook","https://www.encyclopedia-titanica.org/titanic-victim/louis-gabriel-desvernine.html",NA,NA,NA,"Victim","DESVERNINE, Mr Louis Gabriel
",20
"338","DORNIER","Louis Auguste","Mr","20","Restaurant Staff",NA,NA,NA,NA,NA,"Southampton","Assistant Fish Cook","https://www.encyclopedia-titanica.org/titanic-victim/louis-auguste-dornier.html",NA,NA,NA,"Victim","DORNIER, Mr Louis Auguste
",20
"339","FOLEY","William","Mr","20","3rd Class Passenger","365235",7,15,NA,7.75,"Queenstown","Farm Labourer","https://www.encyclopedia-titanica.org/titanic-victim/william-foley.html",NA,NA,NA,"Victim","FOLEY, Mr William
",20
"340","FORD","Dollina Margaret","Miss","20","3rd Class Passenger","6608",34,7,NA,34.35,"Southampton","Servant","https://www.encyclopedia-titanica.org/titanic-victim/dollina-margaret-ford.html",NA,NA,NA,"Victim","FORD, Miss Dollina Margaret
",20
"341","GREEN","George","Mr","20","Engineering Crew",NA,NA,NA,NA,NA,"Southampton","Trimmer","https://www.encyclopedia-titanica.org/titanic-victim/george-green.html",NA,NA,NA,"Victim","GREEN, Mr George
",20
"342","HANSEN","Henry Damsgaard","Mr","20","3rd Class Passenger","350029",7,17,NA,7.85,"Southampton","Manufacturer","https://www.encyclopedia-titanica.org/titanic-victim/henry-damsgaard-hansen.html",NA,NA,"[69]","Victim","HANSEN, Mr Henry Damsgaard
",20
"343","HEGARTY","Hanora ","Miss","20","3rd Class Passenger","365226",6,15,NA,6.75,"Queenstown",NA,"https://www.encyclopedia-titanica.org/titanic-victim/hanora-nora-hegarty.html",NA,NA,NA,"Victim","HEGARTY, Miss Hanora 
",20
"344","HOCKING","Ellen ","Miss","20","2nd Class Passenger","29105",23,NA,NA,23,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/ellen-hocking.html","https://www.encyclopedia-titanica.org/images/hocking_n.jpg","E. Hocking","4","Victim","HOCKING, Miss Ellen 
",20
"345","INGS","William Ernest","Mr","20","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Scullion","https://www.encyclopedia-titanica.org/titanic-victim/william-ernest-ings.html",NA,NA,NA,"Victim","INGS, Mr William Ernest
",20
"346","IVANOFF","Kanio","Mr","20","3rd Class Passenger","349201",7,17,NA,7.85,"Southampton","General Labourer","https://www.encyclopedia-titanica.org/titanic-victim/kanio-ivanoff.html",NA,NA,NA,"Victim","IVANOFF, Mr Kanio
",20
"347","JENSEN","Hans Peder","Mr","20","3rd Class Passenger","350050",7,17,NA,7.85,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-victim/hans-peder-jensen.html","https://www.encyclopedia-titanica.org/files/2013/201305/admin/images/Hans-Peder-Jensen.jpg","H. Jensen",NA,"Victim","JENSEN, Mr Hans Peder
",20
"348","JUSSILA","Katriina","Miss","20","3rd Class Passenger","4136",9,16,NA,9.8,"Southampton","Servant","https://www.encyclopedia-titanica.org/titanic-victim/katriina-jussila.html",NA,NA,NA,"Victim","JUSSILA, Miss Katriina
",20
"349","KELLY","Anna Katherine","Miss","20","3rd Class Passenger","9234",7,15,NA,7.75,"Queenstown",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/anna-katherine-kelly.html",NA,NA,"16","Victim","KELLY, Miss Anna Katherine
",20
"350","KHALIL","Zahie ","Mrs","20","3rd Class Passenger","2660",14,9,NA,14.45,"Cherbourg","Farm Labourer","https://www.encyclopedia-titanica.org/titanic-victim/zahie-maria-khalil.html",NA,NA,NA,"Victim","KHALIL, Mrs Zahie 
",20
"351","KING","G.","Mr","20","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Scullion","https://www.encyclopedia-titanica.org/titanic-victim/g-king.html",NA,NA,NA,"Victim","KING, Mr G.
",20
"352","LACEY","Bertie William","Mr","20","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Assistant Saloon steward, 2nd Class","https://www.encyclopedia-titanica.org/titanic-victim/bert-lacey.html",NA,NA,NA,"Victim","LACEY, Mr Bertie William
",20
"353","LENNON","Denis","Mr","20","3rd Class Passenger","370371",15,10,NA,15.5,"Queenstown","General Labourer","https://www.encyclopedia-titanica.org/titanic-victim/denis-lennon.html",NA,NA,NA,"Victim","LENNON, Mr Denis
",20
"354","LIGHT","Christopher William","Mr","20","Engineering Crew",NA,NA,NA,NA,NA,"Southampton","Fireman","https://www.encyclopedia-titanica.org/titanic-victim/christopher-william-light.html",NA,NA,NA,"Victim","LIGHT, Mr Christopher William
",20
"355","LINDQVIST","Eino William","Mr","20","3rd Class Passenger","3101285",7,18,NA,7.9,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/eino-william-lindqvist.html",NA,NA,"15","Victim","LINDQVIST, Mr Eino William
",20
"356","LONGMUIR","John Dickson","Mr","20","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Assistant Pantry Steward (2nd class)","https://www.encyclopedia-titanica.org/titanic-victim/john-dickson-longmuir.html",NA,NA,NA,"Victim","LONGMUIR, Mr John Dickson
",20
"357","LOVELL","John Hall","Mr","20","3rd Class Passenger","21173",7,5,NA,7.25,"Southampton","Farmer","https://www.encyclopedia-titanica.org/titanic-victim/john-hall-henry-lovell.html",NA,NA,NA,"Victim","LOVELL, Mr John Hall
",20
"358","MACKAY","George William","Mr","20","3rd Class Passenger","42795",7,11,NA,7.55,"Southampton","Footman","https://www.encyclopedia-titanica.org/titanic-victim/george-william-mackay.html",NA,NA,NA,"Victim","MACKAY, Mr George William
",20
"359","MAHON","Bridget Delia","Miss","20","3rd Class Passenger","330924",7,17,NA,7.85,"Queenstown",NA,"https://www.encyclopedia-titanica.org/titanic-victim/bridget-delia-mahon.html",NA,NA,NA,"Victim","MAHON, Miss Bridget Delia
",20
"360","MAIONI","Roberta Elizabeth Mary","Miss","20","1st Class PassengerServant","110152",86,10,NA,86.5,"Southampton","Personal Maid","https://www.encyclopedia-titanica.org/titanic-survivor/roberta-maioni.html","https://www.encyclopedia-titanica.org/images/maioni_r_thm.jpg","R. Maioni","8","Victim","MAIONI, Miss Roberta Elizabeth Mary
",20
"361","MARTIN","Mabel Elvina","Miss","20","Restaurant Staff",NA,NA,NA,NA,NA,"Southampton","Cashier","https://www.encyclopedia-titanica.org/titanic-survivor/mabel-edwina-martin.html",NA,NA,NA,"Victim","MARTIN, Miss Mabel Elvina
",20
"362","MATTMANN","Adolf","Sig.","20","Restaurant Staff",NA,NA,NA,NA,NA,"Southampton","Ice Man","https://www.encyclopedia-titanica.org/titanic-victim/adolf-mattmann.html","https://www.encyclopedia-titanica.org/images/Adolf_Mattmann_thm.jpg","A. Mattmann",NA,"Victim","MATTMANN, Sig. Adolf
",20
"363","MCEVOY","Michael","Mr","20","3rd Class Passenger","36568",15,10,NA,15.5,"Queenstown","Farm Labourer","https://www.encyclopedia-titanica.org/titanic-victim/michael-mcevoy.html",NA,NA,NA,"Victim","MCEVOY, Mr Michael
",20
"364","MONRóS","Joan Javier","Sr.","20","Restaurant Staff",NA,NA,NA,NA,NA,"Southampton","Assistant Waiter","https://www.encyclopedia-titanica.org/titanic-victim/jean-javier-mouros.html",NA,NA,"[27]","Victim","MONRóS, Sr. Joan Javier
",20
"365","MULLIN","Thomas","Mr","20","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","3rd Class Steward","https://www.encyclopedia-titanica.org/titanic-victim/thomas-mullin.html",NA,NA,"[323]","Victim","MULLIN, Mr Thomas
",20
"366","NAKID","Sa'id Antun","Mr","20","3rd Class Passenger","2653",15,14,NA,15.7,"Cherbourg",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/sahid-nakid.html",NA,NA,"C","Victim","NAKID, Mr Sa'id Antun
",20
"367","NASR 'ALMa","Mustafà","Mr","20","3rd Class Passenger","2652",7,4,NA,7.2,"Cherbourg","Farm Labourer","https://www.encyclopedia-titanica.org/titanic-victim/mustafa-nasr-alma.html",NA,NA,NA,"Victim","NASR 'ALMa, Mr Mustafà
",20
"368","NA<U+1E63>R-RIZQ","Su'adah <U+1E24>anna","Mr","20","3rd Class Passenger","2676",7,4,NA,7.2,"Cherbourg",NA,"https://www.encyclopedia-titanica.org/titanic-victim/saade-nassr-rizq.html",NA,NA,NA,"Victim","NA<U+1E63>R-RIZQ, Mr Su'adah <U+1E24>anna
",20
"369","NOFAL","Mansouer","Mr","20","3rd Class Passenger","2697",7,4,NA,7.2,"Cherbourg","Journalist","https://www.encyclopedia-titanica.org/titanic-victim/mansouer-nofal.html",NA,NA,"[181]","Victim","NOFAL, Mr Mansouer
",20
"370","NOURNEY","Alfred","Mr","20","1st Class Passenger","2166",13,17,NA,13.85,"Cherbourg","Gentleman","https://www.encyclopedia-titanica.org/titanic-survivor/alfred-nourney.html","https://www.encyclopedia-titanica.org/images/Voyage_Nourney_3_100.jpg","A. Nourney","7","Victim","NOURNEY, Mr Alfred
",20
"371","OLSVIGEN","Thor Anderson","Mr","20","3rd Class Passenger","6563",9,4,NA,9.2,"Southampton","Salesman","https://www.encyclopedia-titanica.org/titanic-victim/thor-anderson-olsvigen.html",NA,NA,"[89]","Victim","OLSVIGEN, Mr Thor Anderson
",20
"372","ORESKOVIC","Luka","Mr","20","3rd Class Passenger","315094",8,13,NA,8.65,"Southampton","Farmer","https://www.encyclopedia-titanica.org/titanic-victim/luka-oreskovic.html",NA,NA,NA,"Victim","ORESKOVIC, Mr Luka
",20
"373","ORESKOVIC","Marija","Miss","20","3rd Class Passenger","315096",8,13,NA,8.65,"Southampton","Farm Labourer","https://www.encyclopedia-titanica.org/titanic-victim/marija-oreskovic.html",NA,NA,NA,"Victim","ORESKOVIC, Miss Marija
",20
"374","PATCHETT","George","Mr","20","3rd Class Passenger","358585",14,10,NA,14.5,"Southampton","Shoemaker","https://www.encyclopedia-titanica.org/titanic-victim/george-patchett.html","https://www.encyclopedia-titanica.org/images/patchett_g_thm.jpg","G. Patchett",NA,"Victim","PATCHETT, Mr George
",20
"375","PENGELLY","Frederick William","Mr","20","2nd Class Passenger","28665",10,10,NA,10.5,"Southampton","Miner","https://www.encyclopedia-titanica.org/titanic-victim/frederick-pengelly.html",NA,NA,NA,"Victim","PENGELLY, Mr Frederick William
",20
"376","PERACCHIO","Alberto","Sig.","20","Restaurant Staff",NA,NA,NA,NA,NA,"Southampton","Assistant Waiter","https://www.encyclopedia-titanica.org/titanic-victim/alberto-peracchio.html","https://www.encyclopedia-titanica.org/files/1/alberto-peracchio.jpg","A. Peracchio",NA,"Victim","PERACCHIO, Sig. Alberto
",20
"377","PEROTTI","Alfonso","Sig.","20","Restaurant Staff",NA,NA,NA,NA,NA,"Southampton","Assistant Waiter","https://www.encyclopedia-titanica.org/titanic-victim/alfonso-perotti.html","https://www.encyclopedia-titanica.org/images/perotti_a_thm.jpg","A. Perotti",NA,"Victim","PEROTTI, Sig. Alfonso
",20
"378","PRESTON","Thomas Charles Alfred","Mr","20","Engineering Crew",NA,NA,NA,NA,NA,"Southampton","Trimmer","https://www.encyclopedia-titanica.org/titanic-victim/thomas-charles-alfred-preston.html","https://www.encyclopedia-titanica.org/files/1/thomas-preston.jpg","T. Preston",NA,"Victim","PRESTON, Mr Thomas Charles Alfred
",20
"379","PRIOR","Harold John Arnold","Mr","20","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Steward (3rd Class)","https://www.encyclopedia-titanica.org/titanic-survivor/harold-john-prior.html","https://www.encyclopedia-titanica.org/files/1/harold-prior.jpg","H. Prior",NA,"Victim","PRIOR, Mr Harold John Arnold
",20
"380","PUGH","Alfred","Mr","20","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","3rd Class Steward","https://www.encyclopedia-titanica.org/titanic-survivor/alfred-pugh.html","https://www.encyclopedia-titanica.org/files/1/alfred-pugh.jpg","A. Pugh","14","Victim","PUGH, Mr Alfred
",20
"381","READ","Joseph","Mr","20","Engineering Crew",NA,NA,NA,NA,NA,"Southampton","Trimmer","https://www.encyclopedia-titanica.org/titanic-victim/j-read.html",NA,NA,NA,"Victim","READ, Mr Joseph
",20
"382","REEVES","Frederick","Mr","20","Victualling Crew",NA,NA,NA,NA,NA,"Belfast","Assistant Pantryman Steward","https://www.encyclopedia-titanica.org/titanic-victim/f-smith.html","https://www.encyclopedia-titanica.org/files/1/f-smith.jpg","F. Reeves",NA,"Victim","REEVES, Mr Frederick
",20
"383","SAGE","Stella Anne","Miss","20","3rd Class Passenger","2343",69,11,NA,69.55,"Southampton","Dressmaker / Couturiere","https://www.encyclopedia-titanica.org/titanic-victim/stella-anne-sage.html",NA,NA,NA,"Victim","SAGE, Miss Stella Anne
",20
"384","SCOTT","John","Mr","20","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Assistant boots steward (1st Class)","https://www.encyclopedia-titanica.org/titanic-victim/john-scott.html",NA,NA,NA,"Victim","SCOTT, Mr John
",20
"385","SHEATH","Frederick","Mr","20","Engineering Crew",NA,NA,NA,NA,NA,"Southampton","Trimmer","https://www.encyclopedia-titanica.org/titanic-survivor/frederick-sheath.html",NA,NA,"1","Victim","SHEATH, Mr Frederick
",20
"386","SHINE","Ellen","Miss","20","3rd Class Passenger","330968",7,16,NA,7.8,"Queenstown",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/ellen-natalia-shine.html",NA,NA,NA,"Victim","SHINE, Miss Ellen
",20
"387","SINCOCK","Maude","Miss","20","2nd Class Passenger","33112",36,15,NA,36.75,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/maude-sincock.html","https://www.encyclopedia-titanica.org/files/admin/images/maude-sincock-in-1912_thm.jpg","M. Sincock","11","Victim","SINCOCK, Miss Maude
",20
"388","SIROTA","Morris","Mr","20","3rd Class Passenger","392092",8,1,NA,8.05,"Southampton","Tailor","https://www.encyclopedia-titanica.org/titanic-victim/maurice-sirota.html",NA,NA,NA,"Victim","SIROTA, Mr Morris
",20
